city,latitude,longitude,traditionality,cleanliness,security,transportation,low_cost
Manuel Urbano,-8.8389,-69.26,2.873005127,4.881367907,0.149367425,0.228193476,0.046039125
Galvarino,-38.4,-72.7833,4.483852139,3.959120242,2.374570836,4.907993566,4.961373294
Boskovice,49.4875,16.66,2.198030178,1.321599987,0.719082111,2.464071625,3.574753775
Gladstone,45.3864,-122.5934,0.880518317,3.26340633,4.660497394,2.456593799,0.55675947
Somersworth,43.2534,-70.8856,4.506633528,4.395046364,4.209334025,2.558893215,2.955138398
Wegrow,52.4,22.0167,3.426384906,3.715590048,1.029170444,1.271255147,2.42641194
Doranala,15.9,79.1,1.864390149,1.984138096,2.519868296,1.525250072,2.945804515
Wang Saphung,17.2995,101.7624,3.282654308,3.213680683,1.210427338,1.093250922,3.234439235
Mugdampalli,17.6167,77.4974,2.134700918,0.211036705,1.806763864,0.195639294,3.765053174
Krasnousol'skiy,53.8947,56.4686,3.572835689,2.316199327,2.240170722,1.898944806,4.075827671
Bolanos de Calatrava,38.8831,-3.7167,0.516910107,4.916806559,0.822670855,2.845265298,1.010816573
Alajuelita,9.9035,-84.0996,2.455295288,2.958548058,0.311970063,4.623989738,2.597004839
Mikkelin Maalaiskunta,61.6776,27.2021,1.157604413,2.895136426,4.275375834,0.304615254,2.592113135
Volosovo,59.4333,29.4833,4.154270481,2.663156287,0.0178718,4.10928086,0.27314774
Martuni,40.14,45.3064,0.19604097,0.402201194,4.972496875,2.35179442,0.473463033
Shiotacho-matsusaki,33.1268,130.0589,2.751325961,0.425060232,0.168272235,1.304166097,4.716460287
Rapho,40.1576,-76.458,3.450104419,0.912969814,3.818829307,0.865185981,4.985180273
Husepur,26.4609,84.1699,2.758848931,1.829178057,3.839375987,2.601832973,2.486630033
Winton,37.3854,-120.6173,1.321304884,1.094186489,3.646678391,3.938166445,1.781116481
Nagykata,47.412,19.7396,3.386268404,0.155200982,1.186160223,3.533734579,2.054056482
Tundhul,23.3247,85.2447,1.965127748,4.86076512,0.215815106,2.924171486,1.019569224
Msambweni,-4.47,39.48,0.643889605,4.350211744,4.549554141,0.87538171,4.823149487
Yazihan,38.5969,38.1878,2.273768369,2.373899569,1.628006188,1.600891658,1.489025236
Escazu,9.916,-84.1459,3.908278943,2.136152933,2.706670449,3.835582004,1.146649881
Benifayo,39.2847,-0.4281,4.858246846,1.922301736,3.360298914,3.979378459,0.80573429
Kaviti,19.0167,84.6833,0.380539561,0.470100487,0.940285078,2.656894922,1.090069951
Arth,47.0633,8.5218,4.69669581,1.6663086,0.265274706,0.682156031,2.704762687
Iwanai,42.9789,140.5092,1.371953647,0.044998178,2.829255256,4.825199995,4.597611214
Ifs,49.1389,-0.3519,4.240710966,0.989723056,1.141251762,2.466607023,0.938349581
Minehead,51.2038,-3.4738,4.766785657,2.539353092,0.836525946,1.338799896,3.81113492
Pata Putrela,17.0173,80.7137,2.360803907,1.119512947,2.20114603,0.868418299,4.291216853
Klazienaveen,52.7333,6.9833,3.432113669,3.831037772,1.086551684,2.869491332,3.83163504
Boldaji,31.9383,51.0533,0.039329085,3.704173741,1.468898978,0.210494167,0.331342419
Tabocas do Brejo Velho,-12.7058,-44.0069,4.145995487,1.168596706,2.796616502,3.300407724,3.103150509
Oulad Daoud,34.4058,-4.6939,4.497209636,4.200934893,3.40514147,4.021946318,3.074605991
Ain Beida,31.585,-8.608,1.763357964,3.239379628,4.629030273,2.990900327,4.868330999
Tryavna,42.8669,25.5,4.878613064,0.837434132,0.639603249,1.594460563,4.736004643
Gundelfingen,48.05,7.8667,0.304179204,4.707580061,3.825727636,0.33916643,2.776039213
Arakvaz-e Malekshahi,33.3847,46.5978,4.001223252,0.534498534,0.626382146,1.014195232,0.011766464
Belampona,-14.6833,49.5167,4.213478206,4.394908178,2.533152396,4.243564296,1.737972359
Siruvachchur,11.638,78.7557,4.598820791,1.251599606,1.350033551,3.853176646,1.242895269
Minnal,13.0744,79.559,0.245778072,4.45633928,2.378200164,1.789498804,2.781586368
Kuangfu,23.6351,121.4228,4.893514979,1.686843385,4.784966406,2.848226374,4.43942104
Rasingapuram,9.9448,77.3362,4.675048383,3.32597054,1.90200799,4.243186772,3.307066461
Hathauri,25.9593,85.9747,2.316406035,2.13698915,0.459470742,2.955110093,4.788714978
Erbaocun,42.9581,93.1153,3.048555257,1.574348188,4.596505922,4.285095071,3.219281714
Santiago del Teide,28.2972,-16.8139,0.044254929,2.669798129,2.015070603,3.956507908,2.285218351
Marauatpur,25.6165,85.4685,0.756837139,1.118218311,4.3865423,3.202998453,0.913958557
Kyzyl-Kyshtak,40.5444,72.7739,2.264620311,0.023409648,1.650985956,0.223603902,1.938626176
Star,43.7026,-116.4914,3.17608291,0.578097934,1.951350184,4.720467845,4.92625544
Hadim,36.9883,32.4569,4.28437094,3.644064032,4.570766053,4.960700853,0.421013237
Erkner,52.4167,13.75,0.593189758,3.008932023,0.526788881,2.956597216,1.950928869
Eraclea,45.5833,12.6833,0.705980615,3.962817248,2.167105693,3.04058516,3.777498398
Kasaji,-10.3662,23.45,4.02183588,3.464127839,3.49560271,1.788826043,1.089641964
Murnau am Staffelsee,47.6833,11.2,2.174541611,0.562323431,1.630201786,2.979933297,3.128394537
Froha,35.3,0.1333,3.903943861,1.823263263,2.439422999,1.484422435,1.152416152
Nueva Era,17.92,120.67,2.324478625,2.54190713,0.584451291,2.959386958,2.509959505
Malthone,24.3055,78.5283,4.193823122,0.872360075,4.320453188,2.695899411,1.419453882
Bernalda,40.4167,16.6833,1.538435068,4.029265661,1.826479922,0.454920818,1.718289524
Mariana,14.6194,121.0347,0.16292733,2.276544574,1.293866251,0.918672844,1.143608113
Sremska Kamenica,45.2206,19.8392,4.191218913,3.076097467,2.462994146,4.024983868,4.474902126
Tetagunta,17.314,82.443,2.634348038,1.454760149,4.922610746,3.886415343,1.224068696
Fenton,42.7994,-83.7144,2.482478091,4.530427859,3.074380842,2.082222535,3.81662646
Souq Jamaa Fdalate,33.5911,-7.2792,1.646739086,1.41275195,2.417683873,0.631357143,2.468528828
Welver,51.6167,7.9583,2.830674701,1.287801805,0.124799001,4.055488012,2.526722111
Stidia,35.8333,-0.3,4.803472362,0.110589587,0.911548669,3.038248749,2.569114615
Taran,26.157,87.543,3.926565315,0.876897061,0.076308357,3.775478012,0.505350425
Palos Heights,41.6637,-87.7958,0.900536669,2.799680878,2.277734001,2.700202131,1.089646562
Bissora,12.04,-15.4281,0.487302471,4.55021119,1.762461063,1.575656056,2.935744476
Bena,12.0804,-4.189,2.21181846,2.184475063,1.153023637,1.613298123,3.759081763
Tigzirt,36.9,4.1167,0.880625651,4.093794096,3.880764121,0.761555315,1.061639175
Niagadina,12.1333,-8.2319,0.844172728,4.31771504,3.568059029,1.906470635,4.214426468
Saksohara,25.3635,85.7013,2.001058218,0.872311998,1.426117877,4.046294358,2.515992942
Ballston,42.9542,-73.8794,3.311779289,2.192514136,1.966152466,0.703882704,1.281760573
Viralippatti,10.1081,77.7257,0.560640548,3.503211879,4.136028343,3.093894244,1.976296904
Leominster,52.2282,-2.7385,1.582483923,4.319593192,1.480110012,3.513530492,0.308546979
Awankh,32.1392,75.4611,0.767584426,0.661894746,3.420979508,2.976699446,2.338961764
Terranuova Bracciolini,43.55,11.5833,0.065723022,1.324516971,4.188048316,2.179842005,3.729245051
Kountouri,10.405,0.9425,4.679300128,0.031403095,2.235210089,0.450027842,4.738138956
Paispamba,2.25,-76.5833,4.430658524,2.666522473,4.710428011,1.195483309,3.284342419
Provins,48.5604,3.299,0.211386318,3.128294326,0.166076102,0.693291406,1.54417731
Phuoc Long,9.4194,105.3842,2.897053208,4.767884594,2.559365233,3.464895508,3.325815293
Karaund,25.9741,86.2343,4.774978053,2.298545679,3.274939365,4.902279391,2.376583738
Adalaj,23.17,72.58,0.679997491,2.118070953,3.800427168,3.607226718,2.355653007
Ibaretama,-4.8667,-38.8833,0.840272998,1.350494322,2.391948907,3.644031258,3.410411036
Pudur,11.296,77.7478,1.476334272,0.44458447,3.63592084,1.320631651,0.429109975
Sidi Yahia,30.4969,-8.8211,3.981059015,4.905044563,3.391704216,3.244151014,4.990922245
Selimpasa,41.054,28.367,0.593066621,2.527223496,0.157089665,1.881638878,3.260609135
Noria,32.521,74.7984,3.463683058,0.254087611,2.652739706,0.741159611,2.751057107
Vijayapati,8.1913,77.7476,2.608414741,0.08461396,4.113109307,3.601100936,2.591879612
Spencer,42.2471,-71.9919,2.399196744,4.429459477,4.441493319,0.681679782,3.129190506
Jiajin,25.6743,108.4228,2.98587582,2.819598669,2.124668011,0.600110652,1.177579285
Arrigorriaga,43.2078,-2.8861,1.925364573,2.682962349,2.77349585,0.075333442,0.322175679
Umurlu,37.85,27.9667,2.941228496,3.690383651,4.233480643,2.921175742,4.602317624
Blaricum,52.2667,5.25,0.28155568,2.756924831,1.464268176,4.028966431,3.225327285
Tori-Cada,6.5833,2.2,1.357460625,4.950534099,1.164360042,1.025019266,3.776270603
Jadayampalaiyam,11.293,76.9495,3.808561435,1.748665464,4.705352027,4.342075624,1.391208483
Nong Bua,15.8647,100.5858,3.640143503,3.763362224,0.318756943,0.661593312,0.31500301
Sondho Dullah,25.9016,85.3569,2.352203081,3.68573131,4.252968971,0.970220131,1.717216034
Konaje,12.8162,74.9021,4.452100634,2.427996242,2.085136553,0.452956681,0.456260032
Trezzo sull'Adda,45.6,9.5167,4.060961403,0.927390949,2.665595459,3.912022649,4.342790673
Pecica,46.17,21.07,1.629448417,4.335561351,3.521178234,1.215444212,2.737044041
Seberi,-27.4833,-53.4,3.144646063,2.501684058,3.624939483,2.89491553,0.317796633
Amarapuuram,14.1333,76.9833,3.67682298,1.476051447,1.861032745,3.425024437,0.523738788
El Parral,16.3662,-93.0067,0.296956461,3.245531676,4.13319126,3.683978929,4.726704391
Avesta,60.1456,16.1683,4.380823918,0.252765578,1.245242244,3.620330877,2.134988198
Mykhailivka,47.2694,35.2222,3.42246335,0.572999713,4.263675431,3.679444634,3.953913558
Darabani,48.1864,26.5892,4.435197211,1.110014627,4.259531367,4.532450808,4.06634777
Guidel,47.7914,-3.4872,4.950742993,2.146777408,2.642063057,3.931528367,2.92230871
Umri,26.5106,78.9367,3.624854395,1.233232383,0.621722713,3.176688791,3.885567267
Ait I'yach,32.6667,-4.9556,3.333782009,1.8566126,0.900766987,1.539660078,0.754289915
Zlate Moravce,48.3783,18.3967,3.430346203,2.11743734,3.421041691,2.790370091,0.567109524
Joaquim Tavora,-23.4989,-49.905,0.27445728,1.38651303,2.93062887,0.017656717,1.47265389
South Miami,25.7079,-80.2952,0.345270539,4.673111033,2.791319752,4.996765867,1.362168063
Goulds,25.5614,-80.388,2.640545562,4.082504444,3.027322537,4.118307425,0.629554633
Alijo,41.2761,-7.475,2.829818288,4.225566193,4.865257375,4.101454489,3.171254663
Kozloduy,43.7833,23.7333,4.34034562,3.117954598,4.392023085,2.459797704,4.116854802
Cano Martin Pena,18.4309,-66.0507,0.971938424,0.396266103,4.750511909,1.168488167,0.118359672
Dalmatovo,56.2667,62.9333,2.517033599,3.5832342,4.774562701,2.633177995,2.726274458
Governador Dix-Sept Rosado,-5.4667,-37.5167,2.79235114,3.669195972,4.871538273,2.436211855,1.310342151
Sheerness,51.441,0.76,2.223457534,0.938695275,3.084095515,3.128020517,2.042473566
Khem Karan,31.145,74.545,3.480678843,2.868647109,1.136377657,3.677108642,0.422257188
Enns,48.2167,14.475,4.605770423,3.74062002,4.436895377,1.159321993,3.757365584
Cinisi,38.1667,13.1,0.232156151,4.388697614,3.181627537,1.670042584,0.975449483
Lienz,46.8297,12.7697,4.284022053,3.551806807,0.550566325,3.595330729,3.578516504
Don Sak,9.3169,99.6944,2.05543982,0.279117541,0.41298497,0.468229056,0.573183342
Salpazari,40.9422,39.1942,1.512739053,1.135437806,1.452666114,1.287836831,0.499547811
Distraccion,10.9,-72.8833,1.245064821,0.788507006,4.376840137,1.153872572,3.830967477
Lagoa do Ouro,-9.1269,-36.4589,4.597298384,0.091978455,1.203032707,1.08360236,0.133741534
Rijkevorsel,51.35,4.7667,4.426273353,4.683720135,2.457489431,4.900637452,4.078474937
Parappukara,10.4064,76.2657,4.598120801,2.550559242,4.737881754,4.200040469,2.343837032
Pfaffikon,47.3667,8.7833,3.357715515,2.023353184,2.395772759,2.463026304,1.707401385
Richmond,29.5824,-95.7563,2.738388401,3.156570403,1.616120937,4.409461844,2.596667874
Backa Topola,45.8167,19.6333,4.967032625,0.09467693,0.422295995,3.476206532,4.54497236
Dhanauri,29.7833,76.1833,3.988471975,4.128430402,0.898893373,0.707635324,0.62161076
Manchester,37.4902,-77.5396,2.73743259,4.014777135,3.827643383,0.96068997,0.972135733
Matmata,34.1,-4.55,4.0816093,0.611001127,4.634245304,4.857132427,1.494826084
Tectitan,15.3333,-92.0333,4.255153342,0.740030156,4.219626674,0.14390104,2.308812818
Panuco de Coronado,24.5392,-104.3253,2.78157526,0.634083186,4.485529432,4.436034498,1.2950324
Totogalpa,13.5667,-86.5,3.978017142,2.492779475,2.915083247,0.739129065,4.998989279
Cungus,38.2128,39.2869,4.721505129,2.973673379,1.871006166,4.583322648,0.395369604
Andrelandia,-21.74,-44.3089,0.001024309,4.552909004,3.136563678,2.158264846,2.12860249
Heddesheim,49.5053,8.6033,0.038840937,0.759785478,1.17494032,3.699782995,2.928783401
Saint-Ave,47.6872,-2.7333,0.228917137,1.095629025,2.356141353,1.457003908,3.772549021
Sai Kung Tuk,22.3814,114.2733,0.336094344,4.56723969,3.893540317,2.168635838,1.504605247
Chaital,22.5106,88.7996,3.39714019,0.068297528,3.158720958,3.354454211,0.648132961
Pedda Adsarlapalli,16.7086,79.0286,0.619223511,2.192635498,1.71476319,2.613590454,1.864506441
Tosashimizu,32.7833,132.95,3.071671388,3.860557233,0.74412706,1.902738204,3.787672258
Schoonhoven,51.95,4.85,3.963820086,2.173489351,3.506923187,2.083167074,0.434820403
Bueu,42.3167,-8.7833,4.028286925,0.634779168,1.5807549,2.345306428,1.272412908
Vehkalahti,60.5756,27.1439,2.336950812,3.910394669,3.94021981,4.795663663,1.874619779
Mullurkara,10.7,76.2667,2.92474975,3.059945685,2.496514837,3.857457102,3.576785979
Patarra,9.8637,-84.0248,4.225551534,3.946646971,4.825854266,3.888246012,2.695077741
Athol,42.5841,-72.2177,3.134801894,4.08916895,0.127277944,4.803004826,3.348506206
Gisors,49.2811,1.7772,3.224298464,0.049938411,2.645244269,3.091208621,2.545719698
Sandridge,51.7808,-0.3038,4.246213682,0.501672259,0.166004449,3.791602484,1.487088503
Sansale,11.1167,-14.85,3.085233729,1.415805605,0.831558345,3.193078317,0.623938815
Red Bank,35.1117,-85.2962,4.547363386,2.780034895,3.920105574,3.909047138,2.710068474
Tizi Nisly,32.4667,-5.7667,1.624744994,4.472660085,0.859707936,1.402292631,0.008290679
`Anadan,36.2936,37.0444,0.80684853,0.401291364,3.024860481,2.464101055,1.698835364
Pace,48.1477,-1.7739,1.782438655,3.222883379,3.152379121,0.048001249,3.11106232
Mandasa,18.8683,84.463,1.536418929,2.49861529,0.270809098,1.352343049,1.091855296
Gig Harbor,47.3352,-122.5964,1.16052517,4.151498108,0.965413355,0.04904911,4.398845981
Bilauri,25.7703,87.5163,2.049047575,1.121272121,1.71692379,3.963819517,1.68234325
Hatod,22.7938,75.7393,1.386180614,1.144010445,3.701176469,1.873153537,4.177638447
Martinsville,39.4149,-86.4316,0.457177617,3.370952318,4.988326664,4.900300183,3.466296249
Tache,49.7081,-96.6736,4.649697668,0.133111394,1.654109656,0.838416402,2.498335474
Poselikha,51.988,81.827,3.406028647,0.090485238,2.058736969,2.444556485,0.940619641
Brejetuba,-20.1458,-41.29,1.760049276,1.037229674,3.735482275,0.519946859,2.315877951
Wellington North,43.9,-80.57,2.00497684,1.108179849,3.285494443,4.629205665,4.75362617
Zhdanivka,48.1375,38.2608,3.373892856,4.646603656,2.585808025,1.424110317,1.98675056
Paramankurichi,8.4785,78.0465,1.112590415,4.583745802,4.79908391,4.983043486,4.08002324
St. Andrews,50.27,-96.9747,0.579181035,3.749806011,2.060372103,1.538187805,3.239579748
Fort Bonifacio,14.5311,121.0478,4.233127952,3.703685442,0.872729929,4.654758934,1.276369679
Edattala,9.8678,76.4361,0.247088366,2.937424117,0.599405097,0.90728792,1.887571647
Grand Baie,-20.0131,57.5844,2.213822454,4.840210527,3.897077555,3.666458301,2.935934208
Lalmatie,-20.0184,57.5802,0.973105449,1.806058743,2.03764274,3.74082725,3.795959368
Aheqi,40.9365,78.4023,4.97335413,4.508630294,1.94939435,2.09027004,2.536555512
Harrislee,54.7972,9.3764,3.012711042,3.464934265,2.817098254,4.571616884,2.994613364
Bairo,26.0144,86.51,3.047488925,0.156639788,0.941691661,0.212952807,0.231529901
Huanian,24.0781,102.201,4.26538856,3.406442423,0.63314901,0.697905247,4.018828701
Kotla,32.7522,74.747,2.084397188,4.945011758,3.741600337,3.602027876,0.017979361
Kronshagen,54.3333,10.0833,2.055491853,1.449841901,3.562565583,3.662175293,2.362775884
Tanakallu,13.92,78.18,1.82674142,4.630664422,4.776891213,2.619517687,0.842576113
Kirikera,13.769,77.4841,3.457882948,0.351730346,2.973376815,0.085643197,1.164072119
Mamarappatti,11.4845,78.0374,0.514412182,1.882291111,3.191939427,3.852055466,0.499460736
Halstead,51.9451,0.6411,2.695633308,1.604058947,3.096446,1.896316537,2.153936427
Bound Brook,40.5676,-74.5383,1.098646973,1.638740567,3.457165443,3.45573557,0.814863743
Williams Lake,52.1294,-122.1383,2.34247592,2.700444922,3.565467791,2.6099519,1.345485284
Chandpura,25.4966,86.2104,1.654649403,2.102272128,4.330894775,2.088468641,1.073972545
Box Elder,44.112,-103.0818,2.896577516,2.069613655,4.8410572,3.174358873,0.423002533
Zebbug,35.8731,14.4419,2.856740535,0.332818637,4.980424858,1.513616478,1.370021386
Ried im Innkreis,48.21,13.4894,0.318188163,2.334122734,0.078912419,1.679157497,3.740542151
Craponne,45.7453,4.7233,4.213678238,1.273312111,3.39202625,2.482198777,0.365687965
Tabontabon,11.03,124.97,4.193879113,3.718672261,0.303272424,1.297978646,2.677358204
Ambatturai,10.2603,77.9303,3.17294456,4.346236513,1.644071231,2.930251652,3.297061135
East Bethel,45.3557,-93.2038,4.282079729,4.790068192,2.387418348,1.347613224,4.271508304
Oqqo`rg`on,40.8764,69.0453,3.680725719,1.612181881,3.821753403,3.470835065,4.289901222
Qorashina,38.3394,66.5619,1.666946696,2.258437915,0.471111373,0.612677504,4.06214941
Bargoed,51.69,-3.24,1.415913942,3.62389662,2.564126078,1.343896444,0.699685723
Ajjanahalli,12.0376,77.8138,1.290130787,4.131730285,2.75465283,3.457680553,1.688650742
Chinna Orampadu,14.0613,79.2671,4.099625212,2.253106703,1.311099351,2.28023922,3.455171419
Kampenhout,50.95,4.55,4.84810615,4.866128865,2.383388319,3.445708946,0.7128029
Bhansia,26.0992,87.5316,2.185233438,2.956069111,0.16044345,3.176512669,2.977853161
Baohe,33.2033,106.9544,1.966504338,4.146466434,4.54982384,3.560689945,1.901715384
Enamadala,16.2281,80.3306,0.058394926,4.694724229,1.978615138,0.326342231,3.649034872
Zemamra,32.6215,-8.7023,2.804213554,4.478285591,1.191965845,4.042057095,1.251595457
Halasztelek,47.3608,18.9878,2.019502349,2.393713826,1.955952654,3.330098913,0.853669746
Arkadak,51.9333,43.5,1.511838902,3.120501699,1.404806189,3.922461843,2.906688571
Wanding,24.0833,98.0667,2.757308445,3.21759087,2.678901732,1.256085032,4.167744006
Zumbagua,-0.9558,-78.9017,4.633165651,3.685713589,4.405635383,2.228817365,2.555301314
Belur,11.7075,78.4144,3.697572393,1.196372532,1.464156915,1.593071555,3.893560257
Gundugolanu,16.7833,81.2333,4.962585783,4.151560819,0.768469157,3.843670276,3.164025757
Talant,47.3372,5.0064,0.968836998,4.045714329,1.644785508,3.12545869,4.146101516
Hamilton Square,40.2248,-74.6526,1.360329091,0.172292604,4.959098552,2.445624529,1.694121487
Mamqan,37.8458,45.9719,2.1516852,2.363348893,2.6463037,2.378189866,1.698745004
Aragoiania,-16.9142,-49.4525,0.55174398,2.443364576,0.160941599,1.14140369,4.67027941
Shamshernagar,25.0862,84.4497,3.922190286,3.243261642,4.241727323,1.177095009,2.124623445
Pakra,25.3711,87.0807,1.84818168,0.633896202,1.638314455,3.162787184,0.593593799
Neustadt,51.0239,14.2167,1.898200885,3.808406192,0.439972058,0.506140722,4.152700826
Gora Kalwaria,51.9733,21.2144,0.98018028,1.017107472,4.594259804,0.732308378,2.592665089
Sao Joao,-25.8278,-52.725,2.617406715,3.047167966,2.547421119,4.540537387,3.708561623
Sultanhani,38.25,33.55,1.626688154,1.389337639,0.491937083,4.352350042,0.299387904
Cousse,6.85,2.1333,4.770160525,0.416923583,2.131289398,4.73215754,2.182333449
Dudley,42.055,-71.9352,0.006467108,1.182328963,4.745803987,3.723236797,2.095497961
Rutherford,-32.7153,151.525,2.521895545,0.304745842,3.904559762,4.649887625,2.299959157
Cachoeira de Minas,-22.355,-45.7789,3.549405875,4.098182229,0.046210655,0.403565656,0.263120517
Dom Basilio,-13.7333,-41.7667,3.779811745,1.137795133,1.116532309,0.106106387,0.81527867
Nagar,24.0898,87.9902,3.920342662,4.852828766,3.558317157,3.049983035,3.294588012
Lauria Inferiore,40.05,15.8333,2.313672293,4.887682868,2.932348576,3.221783128,1.940172533
Kagamino,35.0919,133.9331,2.121041016,4.845908499,0.071369308,3.483034217,2.431190447
Ojuelos de Jalisco,21.8667,-101.5833,0.430806153,2.868799338,0.864457265,3.477878822,2.415667765
Imarui,-28.35,-48.8167,4.036016922,2.853665097,3.349534626,1.65881105,2.768697876
Mayiladi,8.155,77.5056,0.01089431,2.949884572,4.258332168,2.288681658,1.013282484
San Severino Marche,43.2333,13.1833,1.50214565,4.540025498,4.533690355,2.027415311,2.228721094
Hattian Bala,34.1691,73.7432,3.397347825,3.955849812,0.319362019,1.717842939,2.66677305
Gander,48.9569,-54.6089,3.398967688,3.388418905,0.763430149,3.907925951,4.758939552
Novaya Lyalya,59.0667,60.6,4.799271127,0.745126855,1.833782345,2.105773162,4.366448574
Kamlapur,17.5786,76.9887,0.615731429,3.079444099,2.645322602,1.567190317,2.11830906
Puliyampatti,11.6653,77.8041,0.69167226,0.882056336,1.902447454,1.185755532,0.494813716
Benaguacil,39.5933,-0.5864,3.295854302,4.412873653,3.908682819,2.982355807,4.369141244
Gerstetten,48.6225,10.0206,2.93604828,2.893402844,3.504716031,1.033080026,0.514237841
Prattipadu,17.2333,82.2,2.312443466,1.415346951,3.405847186,0.935978334,3.041912893
Jaltenango,15.8725,-92.725,2.265686591,0.084321209,4.204210231,0.609810198,0.359812443
Onet Village,44.3664,2.5942,1.078675467,3.855161046,2.104619753,0.658143995,3.337796576
Archdale,35.9032,-79.9591,3.349160771,4.802095017,2.314399224,0.564291304,4.016694252
Maisaka,34.6857,137.6272,4.413845013,2.983579321,1.540687599,1.797052451,4.891445473
Badamdar,40.3394,49.8039,1.488545977,3.161610647,3.26027135,4.38027789,0.421101435
Rushall,52.6089,-1.9592,1.997100696,2.947390367,2.652008622,3.023445593,4.170584096
Niles,41.8346,-86.2473,0.89677871,4.253317841,3.82024012,3.382255274,3.481159772
Comasagua,13.6333,-89.3833,3.0011546,2.133589135,0.385813467,4.465891387,0.182157751
Linganore,39.4127,-77.3014,0.968660307,4.260254171,3.783863504,1.373940846,3.773238778
Mahazoarivo,-20.3833,47.4333,4.433679765,0.880095241,4.197459618,0.962906778,1.076308064
Mohnesee,51.4958,8.1306,2.033839538,0.857337399,4.95446729,2.498526376,3.689896062
Epinay-sous-Senart,48.6948,2.5147,4.559650168,2.42852204,4.911820518,2.294981493,2.481345212
Florange,49.3222,6.1192,3.460529275,2.603644816,4.72997639,2.476817845,3.461230272
Mehsari,25.7554,85.8477,3.948157372,3.004341743,4.660397635,3.042682788,2.166457359
Bernissart,50.4833,3.65,2.139993372,2.566204512,1.202655189,3.857044123,2.900376741
Snaresbrook,51.587,0.0146,4.790294624,3.904235687,1.731992737,0.1628478,2.311768995
Altavilla Vicentina,45.5167,11.45,0.845889082,2.50848659,1.345703707,3.990547966,0.748995322
Iwaka,40.6159,140.4213,1.451993633,3.837794117,0.50161384,0.423936088,2.201003929
San Fernando,16.8717,-93.2063,1.15253323,3.655728171,1.25849721,0.185810037,2.656898329
Eichenau,48.1667,11.3167,2.932867768,0.731905981,4.857820276,4.468956786,1.634689689
Oulad Amrane el Mekki,35.2167,-5.9667,3.922979326,3.781733939,0.590608714,3.069480603,2.821437744
El Arba Des Bir Lenni,34.3272,-4.2039,4.946985516,4.322734361,0.804227515,0.578714343,4.527725618
Yuxiaguan,36.0311,113.558,2.025964861,0.630028027,3.412196151,4.385716779,1.028522919
Xincheng,36.0333,113.4667,3.455981736,0.946741536,4.9408656,1.511448366,4.765861061
Rudrangi,18.6262,78.7022,2.302327538,3.12407773,0.811799548,4.401768611,0.014228015
Sant'Agata di Militello,38.0667,14.6333,4.437921451,1.047587113,0.026661225,2.535667279,3.062455632
Brunn am Gebirge,48.1,16.2833,1.193966302,1.098116602,1.681168298,4.696638135,2.927148097
Monschau,50.56,6.2564,3.388154964,0.735422401,2.100717687,3.140925699,1.367483983
Vanimo,-2.6667,141.2833,0.316072053,3.640786082,4.076863532,3.385396789,2.67110083
Abasolo,24.0559,-98.3733,0.21409662,1.076893425,2.26071221,4.941719877,1.604674998
Levashi,42.4314,47.3236,1.440187491,4.97913674,3.037320868,4.920500985,2.170413437
La Puebla del Rio,37.2667,-6.05,1.304134475,3.274413169,4.723243394,0.821445716,2.311292075
Olgiate Comasco,45.7833,8.9667,3.147243156,2.412292119,1.689606963,1.664075629,0.849349874
Meral,24.1876,83.7076,3.126410864,4.130451665,4.75370601,2.671618209,2.109931902
Salem,40.9049,-80.8492,3.716358775,3.126348732,1.966588672,2.917004707,1.512294258
Lake Elmo,44.9944,-92.9031,3.545518012,3.067541531,2.058310555,1.678862272,2.137195897
Malar,26.2237,86.6909,0.674723686,4.149112504,0.479958632,3.869610332,3.352803574
Iacanga,-21.89,-49.0247,4.13911562,2.946608339,1.114008063,0.526940044,2.880377832
Ban,-8.2333,115.4833,3.505442379,0.538511717,0.899312136,3.555040737,3.249605771
Laurel,27.1507,-82.4534,4.592127281,1.774607091,3.092588966,0.507630098,2.791398155
Big Lake,45.3417,-93.7434,2.479965327,4.652040761,4.916012432,0.815269502,3.613467084
Aguasay,9.4249,-63.7308,0.444141501,2.307675354,0.878676802,2.081220295,3.532038287
Lissegazoun,6.6167,2.0833,3.717209215,1.485296065,2.557533971,3.542070842,2.321516956
Richland,40.644,-79.9579,4.665266139,4.686559759,1.268763842,2.3635075,1.363784908
San Juan del Rio del Centauro del Norte,24.7667,-104.4667,0.396166231,1.417068119,2.39163774,3.794623508,3.512487301
Rankweil,47.2667,9.65,2.079172876,1.367559834,0.447412293,0.369461583,4.972561786
Lauenburg,53.3833,10.5667,4.004224305,4.274366154,3.303121799,1.545883085,2.443219604
Eckington,53.308,-1.3643,4.213984867,0.989656841,2.029803492,4.674668218,2.541100561
Khajuri,25.9144,86.6772,2.824463448,4.806038844,1.249330901,4.992461903,4.197494912
Whistler,50.1208,-122.9544,4.523259102,4.599953935,4.357710592,1.727661078,2.141550174
Horodnia,51.8931,31.5947,0.522820756,1.956082041,1.432665402,3.847373343,1.619502398
Hoyland Nether,53.4985,-1.4406,2.87833698,4.966990448,4.697255926,4.679341736,4.01210407
Chainpur,25.0345,83.5066,0.892655162,4.208112651,4.468682041,1.398377581,2.747036429
Monte Compatri,41.8081,12.7372,3.913333648,1.969350293,2.182316304,3.701039773,1.760140427
